label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
3	1097 m/s	-0.1734	track & field	Chula Vista, Stockton, Fresno	0.3488	tennis	1.5749	0	Irvine, Santa Ana, Riverside, Modesto	0.3452
2	895 m/s	0.229	tennis	Los Angeles	0.4421	golf	1.0721	-101	Fremont, Bakersfield, Santa Clarita, Fresno, San Francisco	0.7495
3	983 m/s	0.259	ice hockey	Chula Vista, Stockton	0.5526	track & field	1.0551	650	Stockton, Santa Ana	1.3435
3	609 m/s	0.1751	badminton	San Francisco, Fresno, Chula Vista, Fremont, San Bernardino, Bakersfield	0.3785	tennis	0.9299	-277	Riverside, Stockton, Modesto, Santa Ana	1.2657
2	797 m/s	-0.1306	track & field	Anaheim	-0.0187	running	1.1993	197	San Francisco, Chula Vista, Fresno, Bakersfield, Santa Clarita	1.0709
1	851 m/s	-0.0881	boxing	San Diego, Modesto	NULL	volleyball	0.6965	619	San Bernardino	1.228
1	854 m/s	0.9895	golf	Long Beach	0.7564	football, volleyball	0.8495	890	Moreno Valley	0.7965
0	1532 m/s	0.364	ice hockey	San Jose, Riverside, Santa Ana	0.8986	badminton	1.1843	-135	Sacramento	0.2869
3	230 m/s	0.3204	baseball	Fremont, San Francisco, Stockton, Chula Vista	0.1078	track & field	1.154	-246	San Francisco, Chula Vista, Bakersfield, Santa Clarita	0.8226
1	981 m/s	0.4819	golf	Modesto, San Diego	0.468	baseball	1.4863	842	San Francisco, Fremont	0.6378
2	1249 m/s	?	motor sports	Anaheim, Oakland	0.183	baseball, golf	0.7281	311	Bakersfield, Santa Clarita	0.923
2	1315 m/s	0.4213	track & field	Moreno Valley, Los Angeles	0.035	golf	0.9143	690	San Francisco, Fresno, Fremont, Chula Vista, Bakersfield	0.2738
1	1001 m/s	0.0024	golf	Santa Clarita, San Francisco, Fremont, San Bernardino	1.3036	volleyball	1.149	322	Moreno Valley	0.7887
1	1212 m/s	0.2088	golf	Modesto	1.2432	Football, Soccer	0.9551	956	San Bernardino	1.2965
3	1380 m/s	-0.3525	baseball	San Bernardino, Bakersfield, San Francisco, Fremont, Fresno, Stockton, Chula Vista	0.887	TRACK & FIELD	1.6039	421	Modesto, Los Angeles, Riverside, Irvine, Santa Ana	1.0524
4	551 m/s	0.4334	running	Sacramento	0.8101	boxing, motor sports, basketball	0.5824	1237	Anaheim, Long Beach, Oakland	0.7577
1	377 m/s	0.0907	golf	Modesto	1.2257	football	0.9862	792	San Bernardino	0.6721
4	824 m/s	1.0281	running	Sacramento	0.5118	ice hockey	0.0381	915	Sacramento	0.2332
4	449 m/s	0.9893	soccer	None	0.9476	basketball, ice hockey	0.4472	1715	Oakland, San Jose, Anaheim	1.1518
4	229 m/s	0.0161	running	Sacramento	0.4791	motor sports, boxing	0.1538	1097	Oakland	0.4175
1	733 m/s	0.523	volleyball	Modesto, San Diego	0.8538	football	1.4092	266	Stockton, Riverside, Los Angeles, Modesto	1.6057
2	1004 m/s	0.556	track & field	Anaheim, Los Angeles	0.4453	golf	1.0554	215	Fremont, Chula Vista, San Francisco, Bakersfield, Fresno	0.6656
3	984 m/s	0.4424	badminton	Fresno, Santa Clarita, Bakersfield	0.4039	track & field	1.4108	314	Santa Ana, Stockton, Irvine	0.8979
4	655 m/s	0.5116	soccer	Sacramento	0.7594	boxing, ice hockey	0.076	810	San Jose, Long Beach	0.9839
3	982 m/s	-0.0884	football	San Jose	0.4319	tennis	1.2436	2	Santa Ana, Riverside, Stockton, Los Angeles, Modesto	0.209
3	1129 m/s	0.043	golf	Bakersfield	0.493	tennis	0.8924	36	Stockton, Santa Ana, Irvine	0.1852
4	880 m/s	0.7178	running	Moreno Valley	0.8422	motor sports, ice hockey, boxing	0.4637	1070	San Jose, Oakland, Long Beach	0.8407
0	1258 m/s	0.8417	basketball	Santa Ana	0.1992	badminton	0.9403	176	Sacramento	0.7708
0	717 m/s	0.4006	ice hockey	Riverside, Santa Ana	0.3942	Badminton	1.0382	494	San Diego	0.4266
2	739 m/s	0.38	motor sports	Anaheim	0.6231	running, golf	0.7012	283	San Francisco, Fresno, Fremont, Santa Clarita	0.9096
1	498 m/s	0.4072	boxing	Long Beach	0.6605	soccer, football	1.1899	1066	Moreno Valley	1.076
2	1082 m/s	0.7555	motor sports	Oakland, Moreno Valley	0.2083	running, golf	1.1324	606	Bakersfield, San Francisco	0.034
3	1009 m/s	0.5935	baseball	Bakersfield, Chula Vista, Fremont, San Bernardino, Santa Clarita, San Francisco, Fresno	0.8068	tennis	0.531	-35	Stockton	1.2554
4	308 m/s	0.5757	soccer	Sacramento	0.3607	boxing, ice hockey, basketball	0.2386	474	Long Beach, San Jose, Oakland	0.5662
1	933 m/s	0.6674	boxing	Modesto, San Diego	0.738	soccer, football	0.7772	172	Long Beach	0.6642
3	529 m/s	0.7818	football	Fremont, Stockton, Bakersfield, Fresno, Chula Vista, San Bernardino	0.7736	tennis	0.6444	N/A	Stockton, Riverside	1.0056
2	1060 m/s	-0.625	motor sports	Oakland, Moreno Valley	0.5207	baseball, golf	0.5914	-131	San Francisco, Santa Clarita, Fresno, Bakersfield, Fremont	0.3451
2	1349 m/s	0.5092	motor sports	Moreno Valley, Los Angeles	0.3195	baseball, golf	0.9009	1049	Los Angeles, Stockton, Santa Ana, Riverside, Irvine	0.9994
4	133 m/s	0.5649	soccer	Sacramento	0.7668	boxing, motor sports, ice hockey	0.7363	1432	Santa Clarita	1.0283
3	783 m/s	-0.2804	badminton	San Francisco, Chula Vista, Bakersfield, Stockton, Fremont	0.7597	tennis	0.876	-454	Santa Ana, Los Angeles, Riverside	1.4627
3	1297 m/s	0.469	badminton	San Francisco, Chula Vista, Fresno, Stockton, San Bernardino, Fremont	0.2141	track & field	1.0114	-327	Irvine, Santa Ana	1.2215
2	1101 m/s	0.8156	motor sports	Moreno Valley, Anaheim, Los Angeles	-0.3856	baseball, golf	0.5997	115	Fremont, San Francisco, Chula Vista, Bakersfield	0.5631
0	1130 m/s	0.866	tennis	Riverside, San Jose	0.9141	badminton	1.0509	23	San Diego	0.1563
2	1151 m/s	0.6025	badminton	Irvine	0.5745	baseball, running	1.0001	758	Fresno, Santa Clarita	0.9772
2	1294 m/s	0.3654	volleyball	Moreno Valley, Anaheim	0.1902	running, golf	1.2583	510	Bakersfield, San Francisco, Chula Vista, Fremont, Fresno	1.2538
2	738 m/s	-0.0923	track & field	Anaheim	0.2814	baseball	1.0408	457	Santa Clarita, San Francisco, Bakersfield, Fresno	0.748
1	661 m/s	0.2509	golf	Modesto, Long Beach	0.8517	football	0.8621	1031	San Bernardino	1.4056
1	1406 m/s	0.5003	golf	Modesto	1.048	baseball, running	0.9213	1148	San Bernardino	1.0058
1	525 m/s	-0.0869	boxing	Modesto	0.804	football	0.8741	545	San Bernardino	0.8313
1	704 m/s	0.6356	golf	Modesto	0.9665	football	1.2714	720	San Bernardino	0.8334
2	857 m/s	0.5196	MOTOR SPORTS	Anaheim	0.4049	baseball, golf	1.1769	372	Fremont, Bakersfield, Santa Clarita, Chula Vista, San Francisco	1.1433
1	885 m/s	0.428	golf	Long Beach	0.9681	volleyball, football	1.1295	744	moreno valley	0.8145
3	1109 m/s	0.3958	golf	San Bernardino, Bakersfield, Santa Clarita, Chula Vista, San Francisco, Fremont, Fresno	0.1056	track & field	1.0921	758	Riverside, Modesto	1.3225
2	1193 m/s	0.3514	motor sports	Los Angeles	-0.2545	golf, running	0.9796	803	Bakersfield, Santa Clarita, San Francisco, Fremont, Chula Vista	1.0635
4	597 m/s	0.7779	running	Sacramento	0.6151	boxing, basketball	1.1642	62	Oakland, San Jose, Anaheim	0.7275
1	740 m/s	0.6977	golf	long beach	0.8197	football, soccer	1.0308	704	sAN bERNARDINO	0.2375
4	56 m/s	0.6724	soccer	Sacramento	0.7437	basketball, ice hockey, boxing	0.168	278	San Jose, Oakland	0.7617
3	1409 m/s	-0.0153	badminton	San Bernardino, Santa Clarita, Fremont, San Francisco, Chula Vista, Fresno	0.3415	track & field	1.1376	305	Irvine, Los Angeles	1.0143
0	1019 m/s	0.3632	basketball	Santa Ana, Irvine, Riverside	0.8523	badminton	0.9046	372	Sacramento	0.5388
2	692 m/s	0.389	volleyball	Anaheim, Los Angeles	0.6026	baseball	0.7887	2260	Fresno	1.1781
3	997 m/s	0.8135	golf	Chula Vista, Stockton, Santa Clarita	n/a	track & field	1.3912	-178	Santa Ana, Los Angeles, Stockton, Riverside, Modesto	1.0164
4	628 m/s	0.6342	soccer	San Diego	0.6966	motor sports, ice hockey, basketball	1.0265	880	Oakland, San Jose	0.8562
1	1098 m/s	0.7654	boxing	Long Beach, San Diego	1.0051	soccer, volleyball	1.4206	900	San Bernardino	0.5522
2	1167 m/s	0.452	track & field	Oakland, Anaheim, Moreno Valley	0.0429	baseball	0.7759	919	Chula Vista, Santa Clarita, Bakersfield	0.8134
4	1027 m/s	0.4665	soccer	Irvine, Santa Ana, San Jose	1.0642	baseball, running	0.2807	-232	Oakland	0.474
3	1303 m/s	-0.2111	football	Fresno	0.2439	tennis	1.2978	71	Riverside, Los Angeles, Santa Ana, Irvine, Modesto	1.7601
0	340 m/s	0.5181	ice hockey	San Jose, Irvine, Riverside	0.9165	Badminton	1.0215	471	Fremont, Fresno, Bakersfield, San Francisco	0.6147
2	1099 m/s	0.4046	volleyball	San Jose, Riverside, Irvine	-0.0452	running, golf	0.9614	460	Santa Clarita	0.9355
1	1103 m/s	-0.1241	golf	Long Beach	1.5254	soccer	1.0286	535	San Bernardino	0.4849
4	977 m/s	1.5615	running	Sacramento	1.2406	basketball, ice hockey	0.8394	1369	Anaheim, Oakland	0.4605
1	1033 m/s	0.5699	golf	Modesto, San Diego	0.8221	Soccer	1.2106	401	Moreno Valley	0.7342
0	1020 m/s	0.1432	tennis	Oakland	0.4746	badminton	1.1872	492	Sacramento	-0.0599
1	648 m/s	0.1916	boxing	San Diego, Long Beach	1.1013	volleyball	0.7763	233	San Bernardino	0.5859
1	781 m/s	0.9179	golf	Long Beach, San Diego	-0.001	soccer	1.0131	446	San Bernardino	0.7069
0	698 m/s	0.4139	tennis	San Jose	-0.0626	badminton	0.9964	-603	San Diego	0.9512
4	542 m/s	0.6872	golf	Sacramento	1.0391	ice hockey, boxing	0.3063	1069	San Jose, Long Beach	0.6142
0	768 m/s	0.6308	tennis	San Jose, Irvine	0.6752	badminton	0.9506	-387	San Diego	0.274
4	420 m/s	0.789	soccer	Fresno, Fremont, Bakersfield	0.7019	ice hockey	0.022	1103	Riverside, Modesto, Los Angeles, Irvine	1.1803
3	992 m/s	0.6062	baseball	Fresno, San Francisco, Fremont, Stockton, Bakersfield, Santa Clarita, Chula Vista	0.9631	track & field	0.6947	398	iRVINE, rIVERSIDE, mODESTO, sANTA aNA, lOS aNGELES	1.276
0	518 m/s	0.1024	ice hockey	SAN JOSE, SANTA ANA	0.5318	badminton	0.6408	-179	Sacramento	0.485
0	830 m/s	0.4951	ice hockey	Irvine	0.9254	badminton	0.8736	881	San Diego	0.6324
1	811 m/s	0.6984	soccer	San Diego, Modesto	1.1738	football, soccer	1.1653	1245	San Diego	1.158
4	371 m/s	0.8	running	Sacramento	0.755	badminton	0.5492	1072	Anaheim, San Jose, Long Beach	0.7637
3	908 m/s	0.2345	baseball	Fremont, Bakersfield, San Francisco, Santa Clarita	0.4742	track & field	1.0306	679	Santa Ana, Irvine, Los Angeles, Riverside, Modesto	1.2868
0	1261 m/s	0.1324	basketball	Irvine, San Jose	0.4411	badminton	0.6542	338	San Diego	0.3156
0	1445 m/s	0.2366	ice hockey	Riverside, San Jose	n/a	badminton	1.1077	385	Sacramento	0.5195
4	396 m/s	0.7167	running	Sacramento	0.5115	motor sports, boxing, ice hockey	0.3249	1096	Sacramento	0.7054
2	1329 m/s	0.8251	motor sports	Los Angeles, Moreno Valley, Anaheim	-0.1923	golf	1.0662	484	Fresno	1.3551
0	1042 m/s	0.2497	tennis	San Jose	0.4847	BADMINTON	0.857	531	San Diego	-0.2139
3	1181 m/s	0.4195	football	Fresno, Chula Vista, Stockton, Bakersfield, San Bernardino, Fremont, San Francisco	0.8286	tennis	1.1666	273	Riverside, Santa Ana, Irvine	1.3751
3	1189 m/s	-0.1314	golf	fremont, chula vista, santa clarita, san bernardino, san francisco	0.2884	track & field	0.2624	1443	Stockton, Modesto	0.5278
3	685 m/s	-0.0041	badminton	Fresno	0.1281	track & field	1.2902	987	Chula Vista, Fresno	0.5442
4	379 m/s	1.1628	running	Sacramento	0.246	ice hockey, motor sports	0.3976	910	San Jose, Long Beach	0.8848
2	1224 m/s	0.3303	volleyball	Los Angeles	0.1119	running	0.9759	734	Fremont, Chula Vista	1.0511
4	579 m/s	0.7949	soccer	Modesto	1.04	motor sports, ice hockey, basketball	0.6507	-107	Anaheim, Oakland	0.8033
1	N/A	-0.1597	golf	Long Beach, Modesto	1.105	volleyball, football	0.8154	1003	Moreno Valley	0.7572
1	1115 m/s	0.3371	boxing	Riverside	0.848	volleyball, soccer	1.0398	611	Moreno Valley	0.2591
4	330 m/s	0.4947	soccer	Sacramento	0.8602	basketball	0.6228	789	San Jose, Oakland	0.5214
3	877 m/s	0.2017	boxing	Fresno, Fremont, Chula Vista, Santa Clarita, San Francisco, Stockton, Bakersfield	0.8255	track & field	0.7276	171	Los Angeles, Riverside	0.6499
1	1141 m/s	0.396	boxing	Modesto	0.8094	volleyball	?	1041	Moreno Valley	1.695
2	935 m/s	1.0318	track & field	Los Angeles	0.5224	running	0.9897	674	San Diego	0.1607
1	841 m/s	0.4295	golf	Long Beach	0.8357	volleyball, football	0.9242	845	Moreno Valley	0.92
2	1408 m/s	0.6485	motor sports	Sacramento	0.3811	Running	0.7754	736	Chula Vista, San Francisco, Bakersfield	0.9953
1	939 m/s	0.3882	track & field	Long Beach, San Diego	0.5355	volleyball	0.5492	1057	Moreno Valley	0.6768
1	838 m/s	0.2669	boxing	San Diego, Modesto	1.1787	volleyball	1.1755	904	Moreno Valley	0.6262
2	1165 m/s	0.9673	track & field	Moreno Valley, Anaheim, Los Angeles	0.8562	golf	0.3305	616	San Francisco, Chula Vista, Santa Clarita	0.6142
3	1085 m/s	0.8647	baseball	San Francisco, Fresno, Chula Vista, Fremont, Stockton, Bakersfield, Santa Clarita	0.9339	tennis	0.4469	418	Stockton, Riverside, Irvine, Los Angeles, Santa Ana	1.3795
3	1253 m/s	0.3546	badminton	Fresno, Stockton, San Bernardino	0.388	track & field	1.3524	551	Moreno Valley	0.6402
4	575 m/s	1.2051	soccer	Sacramento	0.9523	basketball, boxing, ice hockey	0.3148	1458	Anaheim, Long Beach, Oakland	1.2251
4	273 m/s	0.7069	soccer	San Diego	0.8702	ice hockey, basketball, boxing	-0.0953	547	San Jose	0.5593
0	780 m/s	0.649	ice hockey	Irvine, San Jose	0.6787	badminton	0.3761	-668	San Diego	0.857
4	742 m/s	0.6495	boxing	Anaheim	0.7553	boxing, motor sports, ice hockey	0.5022	1070	Long Beach, San Jose	0.7146
0	835 m/s	1.6473	ice hockey	Riverside, Irvine	0.1311	badminton	0.6103	-617	Sacramento	1.2717
2	1121 m/s	-0.1535	track & field	Moreno Valley, Oakland, Anaheim	0.4299	baseball, golf	0.834	1192	Fremont	0.9709
2	774 m/s	-0.2559	basketball	Los Angeles, Oakland	0.4776	badminton	0.4339	151	Fremont, San Francisco, Fresno, Santa Clarita, Bakersfield	1.1874
2	777 m/s	0.6639	basketball	lOS aNGELES, oAKLAND	0.4506	golf	1.2329	668	Fresno, Chula Vista	0.6245
0	1065 m/s	0.547	basketball	San Jose	0.8173	badminton	0.3076	1013	NULL	0.1671
4	755 m/s	0.8576	soccer	Sacramento	0.9256	basketball	0.4071	1166	San Jose, Long Beach, Oakland	0.4279
3	718 m/s	0.1838	badminton	Bakersfield, Fremont, San Francisco, Stockton	0.7512	tennis	0.5919	721	Stockton, Modesto, Riverside	1.2136
4	605 m/s	0.7243	running	Sacramento	0.8762	motor sports, boxing	0.4655	482	Long Beach	0.8006
4	489 m/s	0.5742	soccer	Sacramento	1.0965	basketball, ice hockey, boxing	0.5534	1671	Oakland, Anaheim, Long Beach	0.6988
2	1034 m/s	0.1582	motor sports	Oakland	0.474	running, golf	1.399	835	Fremont, Bakersfield, San Francisco, Fresno	0.529
3	842 m/s	0.2069	badminton	Fremont, Bakersfield, Fresno, Chula Vista, San Bernardino, Stockton	0.1164	tennis	0.6008	124	Irvine, Stockton, Santa Ana, Los Angeles, Modesto	1.0803
0	1096 m/s	0.7775	ice hockey	Riverside, Santa Ana	0.5566	badminton	0.5099	226	SACRAMENTO	0.6047
4	858 m/s	0.7631	soccer	Sacramento	0.3997	motor sports	0.3103	1135	Oakland, San Jose, Anaheim	1.1202
2	1115 m/s	0.3072	volleyball	San Francisco, Santa Clarita, Chula Vista, San Bernardino, Bakersfield, Fremont, Fresno	0.0295	baseball	0.4614	984	Chula Vista, Bakersfield, Santa Clarita, Fresno	1.9306
2	1172 m/s	0.3765	volleyball	Los Angeles, Moreno Valley	0.1687	baseball, running	1.4388	514	Chula Vista, San Francisco, Santa Clarita, Fremont, Fresno	1.3598
1	758 m/s	0.9789	volleyball	Long Beach	1.2945	volleyball, football	0.9336	796	San Bernardino	0.7442
4	1262 m/s	0.5045	soccer	Sacramento	1.0282	boxing	0.451	468	Long Beach, San Jose	0.9991
4	916 m/s	0.5919	running	Sacramento	0.6691	boxing	0.3083	471	Long Beach, San Jose, Anaheim	0.4562
4	369 m/s	0.7905	soccer	Sacramento	0.893	boxing, basketball	0.6831	1521	Bakersfield, Santa Clarita, Fremont, Chula Vista	1.0305
1	1396 m/s	0.3272	boxing	San Diego	0.8044	football	1.0649	165	San Bernardino	1.0675
4	939 m/s	1.0871	soccer	None	0.3112	boxing	-0.2508	579	Oakland, Anaheim, Long Beach	0.3643
2	973 m/s	-0.2247	track & field	Los Angeles, Moreno Valley, Anaheim	0.1752	baseball	0.9624	1630	Moreno Valley	1.5122
0	976 m/s	0.9478	track & field	Riverside	0.0398	badminton	1.0776	-511	San Diego	0.5649
0	1208 m/s	0.2778	ice hockey	Santa Ana	0.9979	boxing, motor sports, ice hockey	1.1002	-722	San Diego	1.3041
0	916 m/s	0.4551	tennis	Santa Ana, San Jose	0.5679	badminton	0.5721	463	Sacramento	0.7875
3	828 m/s	0.4713	badminton	Oakland, Anaheim	0.3172	track & field	1.0326	134	Irvine, Riverside, Santa Ana	1.2004
1	371 m/s	-0.2067	boxing	San Diego, Long Beach	1.1689	football, soccer	1.2195	379	Moreno Valley	1.5118
3	1933 m/s	0.3185	badminton	Fremont, San Bernardino, San Francisco, Santa Clarita	0.0914	track & field	0.7682	326	Modesto, Riverside	0.6921
2	1325 m/s	0.1553	TRACK & FIELD	Los Angeles, Anaheim	0.2939	Baseball, Running	0.619	993	Santa Clarita, San Francisco, Fremont	1.045
4	-193 m/s	0.8748	ice hockey	Sacramento	0.8503	ice hockey, basketball, boxing	-0.0013	758	Riverside, Modesto, Stockton, Santa Ana	1.2522
1	471 m/s	0.6236	golf	Long Beach	0.7802	volleyball, football	0.8516	302	Moreno Valley	1.1955
0	883 m/s	1.2403	motor sports	Santa Ana, Riverside	0.7641	badminton	0.967	-379	Sacramento	0.925
3	1010 m/s	0.2463	football	Santa Clarita, San Francisco, Chula Vista, Bakersfield	0.3223	tennis	1.3226	181	Modesto, Stockton, Irvine, Santa Ana, Los Angeles	1.1981
4	405 m/s	0.0376	RUNNING	Sacramento	0.6791	basketball, motor sports	0.0009	1272	San Jose, Anaheim	0.911
1	910 m/s	0.7721	boxing	Long Beach, San Diego	0.5139	football	0.9802	630	n/a	0.7255
3	877 m/s	0.0286	baseball	Santa Clarita, San Francisco, San Bernardino	0.4964	tennis	0.8682	-221	Modesto	0.3508
1	672 m/s	1.0995	boxing	Modesto	1.0214	volleyball	1.184	1043	San Bernardino	1.1237
4	480 m/s	0.8498	running	Sacramento	1.0274	basketball, boxing	0.7825	784	San Jose, Long Beach, Oakland	0.908
2	1493 m/s	0.4387	motor sports	Moreno Valley	0.2735	golf, baseball	0.8348	309	Santa Clarita, San Francisco, Fremont	0.9032
0	925 m/s	0.989	ice hockey	San Jose, Riverside	0.1464	badminton	0.8524	226	San Diego	-0.195
2	1006 m/s	0.8119	motor sports	Anaheim, Moreno Valley, Oakland	0.1588	track & field	0.4334	649	Anaheim, San Jose, Oakland	0.8198
0	1032 m/s	0.5567	basketball	Santa Ana, Riverside, San Jose	0.3996	badminton	0.9341	-248	San Diego	0.5648
3	757 m/s	0.1547	baseball	San Bernardino, Santa Clarita, Bakersfield, Fremont	0.2881	track & field	1.0414	840	STOCKTON, IRVINE	0.6018
3	921 m/s	0.4294	football	San Francisco	0.3294	track & field	1.2346	337	Anaheim, Oakland, Long Beach	0.6388
4	386 m/s	0.9165	soccer	Sacramento	0.6576	motor sports, boxing, basketball	0.4639	1163	Long Beach, San Jose	0.9592
2	594 m/s	0.4853	track & field	Los Angeles, Anaheim, Moreno Valley	1.0505	golf, running	0.5286	348	Bakersfield, Fresno	0.8649
1	767 m/s	0.717	boxing	San Diego	0.8311	football	1.1852	595	San Bernardino	1.2902
0	1063 m/s	0.1568	tennis	San Jose, Irvine	0.8162	badminton	1.1188	-135	Sacramento	0.2145
4	399 m/s	0.5831	soccer	Sacramento	0.7992	boxing, basketball	0.4613	114	fREMONT	0.9875
4	445 m/s	1.2295	running	Sacramento	0.545	basketball, boxing	-0.0157	1139	OAKLAND, LONG BEACH, ANAHEIM	0.6166
4	1070 m/s	0.8172	running	Sacramento	0.9306	boxing, ice hockey, basketball	0.1384	1303	Oakland, Long Beach	0.8611
4	654 m/s	0.5711	track & field	Long Beach	0.4928	boxing	0.9989	542	Moreno Valley	0.3509
0	946 m/s	0.5387	tennis	Irvine	1.1138	badminton	0.6381	25	Sacramento	0.2789
4	524 m/s	0.5357	soccer	Sacramento	0.7004	ice hockey	0.8406	1143	Long Beach	0.8833
2		0.3539	running	Los Angeles, Moreno Valley, Anaheim	0.5579	running, baseball	0.7594	1025	Santa Clarita, Fresno	1.2683
2	1130 m/s	-0.0302	soccer	Oakland	0.0982	running, golf	0.9684	71	San Diego	0.9802
2	955 m/s	0.5439	track & field	Anaheim, Moreno Valley	0.23	baseball, golf	1.1622	367	Fremont, San Francisco, Santa Clarita, Fresno, Bakersfield	0.6524
4	503 m/s	0.4591	running	Sacramento	0.9196	basketball, ice hockey, boxing	-0.154	784	Oakland, Long Beach, San Jose	0.3426
2	1259 m/s	0.2435	track & field	Anaheim	0.2237	baseball	0.9518	871	Fresno, Fremont, Bakersfield, San Francisco	0.722
1	332 m/s	0.1151	golf	Modesto, Long Beach	0.5637	volleyball, soccer	1.2625	659	San Bernardino	1.0732
1	1004 m/s	0.4792	track & field	Modesto	1.1185	soccer	0.937	371	Moreno Valley	1.4163
2	637 m/s	0.1435	golf	Oakland	-0.1767	baseball	1.2694	811	San Francisco, Fresno, Fremont, Chula Vista	1.4398
2	1146 m/s	0.7183	volleyball	Los Angeles, Moreno Valley	0.7755	running	0.5223	156	Santa Clarita	0.9644
0	763 m/s	0.5456	ice hockey	Irvine	0.7141	badminton	1.2987	207	San Diego	0.1141
2	1405 m/s	0.7766	volleyball	n/a	0.4051	running	0.724	827	San Francisco, Bakersfield	1.1888
3	1430 m/s	0.2277	badminton	San Francisco, San Bernardino	0.226	track & field	1.0792	245	Modesto, Los Angeles	1.1794
1	291 m/s	0.0601	track & field	Los Angeles, Oakland	0.8589	Football	1.1942	925	Modesto, Santa Ana, Irvine, Los Angeles	0.4129
4	434 m/s	1.1268	soccer	Sacramento	0.6192	basketball, ice hockey	-0.1315	582	Anaheim, Long Beach	0.6049
3	1097 m/s	0.8619	football	San Bernardino	0.0851	tennis	1.3787	1106	Riverside, Santa Ana, Los Angeles, Irvine	1.3509
2	1111 m/s	0.5537	track & field	Los Angeles, Anaheim, Oakland	0.2006	tennis	0.943	1042	Chula Vista	0.731
1	374 m/s	0.252	boxing	Modesto	0.9371	motor sports	1.2318	899	Moreno Valley	0.9507
3	538 m/s	0.137	baseball	Stockton, Chula Vista	0.2059	track & field	1.2487	-104	Irvine, Los Angeles	0.7584
4	427 m/s	-0.0827	soccer	Sacramento	0.7375	boxing, basketball	0.4611	-213	San Jose, Long Beach	0.6792
2	1049 m/s	0.2027	volleyball	Los Angeles	0.686	baseball	1.1081	830	Bakersfield, Fremont, San Francisco	1.3916
1	1156 m/s	0.5047	soccer	San Diego, Long Beach	0.7098	ice hockey, boxing, motor sports	1.0803	939	San Francisco, Chula Vista, Fremont	0.8775
0	734 m/s	0.3027	tennis	Riverside	0.8815	Badminton	0.2704	112	Sacramento	0.4746
0	1265 m/s	0.8607	boxing	Riverside, Irvine	0.707	badminton	0.6612	378	San Diego	0.1822
3	1120 m/s	0.8382	baseball	San Bernardino	0.5329	tennis	0.7453	32	Stockton, Irvine	0.6663
4	432 m/s	0.1563	soccer	Sacramento	0.8123	basketball, motor sports, ice hockey	0.4782	970	Anaheim	1.0792
0	1285 m/s	1.2293	TENNIS	Santa Ana, San Jose, Riverside	1.0078	badminton	0.9619	-161	San Diego	0.7441
4	322 m/s	0.2954	running	Sacramento	0.6827	basketball	0.2657	1244	oakland, san jose, long beach	0.8551
3	754 m/s	0.0263	football	Sacramento	0.9841	tennis	0.5466	-46	Modesto, Santa Ana, Irvine, Stockton	0.4746
2	1132 m/s	0.6754	track & field	Oakland	0.4048	baseball, running	1.1102	371	Santa Clarita, Bakersfield, Fremont	1.2944
1	778 m/s	0.5066	golf	San Diego, Long Beach	1.6551	soccer	0.947	1042	San Bernardino	1.1911
1	1009 m/s	0.2699	golf	Long Beach	0.4991	volleyball	1.2216	1101	San Bernardino	0.6956
1	1082 m/s	0.5986	boxing	Modesto, Long Beach	0.9371	soccer, football	1.0141	775	Anaheim	0.8649
1	1379 m/s	1.0203	track & field	Modesto, Long Beach	0.9496	soccer, volleyball	1.0145	626	San Diego	1.0349
2	987 m/s	-0.0117	motor sports	Moreno Valley, Oakland	-0.1206	running, golf	1.4304	623	Fresno, Santa Clarita	1.1908
0	875 m/s	0.4197	tennis	Santa Ana, Riverside, Irvine	0.4492	badminton	1.0815	-142	Fresno, Chula Vista, Fremont	0.6425
2	1204 m/s	0.6431	volleyball	Moreno Valley, Los Angeles, Oakland	0.4968	baseball	0.5912	581	Fresno, Bakersfield	0.9672
4	364 m/s	1.2072	soccer	Sacramento	1.0678	boxing, motor sports	0.3296	154	Anaheim, San Jose, Oakland	0.3662
4	605 m/s	-0.0503	boxing	Sacramento	0.495	ice hockey, boxing, basketball	0.8359	234	Anaheim	0.9908
3	495 m/s	0.1385	Football	Stockton, Fresno, Fremont, San Bernardino	0.7263	tennis	0.9447	-431	Modesto, Santa Ana	1.3889
2	1015 m/s	0.1512	track & field	Los Angeles, Anaheim, Oakland	0.27	baseball	0.5995	557	Fresno, Santa Clarita, Fremont, Bakersfield, Chula Vista	0.9459
3	886 m/s	0.1023	football	Santa Clarita, Chula Vista, Stockton, Bakersfield, San Francisco	0.6556	tennis	0.7384	907	Riverside, Los Angeles, Santa Ana, Stockton	1.227
